0	-9.974789	1.688800
5	9.368410	-7.590107
6	14.596092	0.896961
2	-6.928442	17.788507
3	23.043341	17.541683
5	6.666669	-7.274793
5	7.512558	-8.778091
5	6.969045	-10.863181
2	-6.364348	13.228026
2	-2.950532	14.216405
4	-4.227328	-7.747093
0	-9.247990	-0.636924
4	-13.209714	-11.939318
1	-8.862118	-11.387559
3	16.454659	10.599691
6	13.389520	-0.333622
3	18.304911	18.318513
5	3.639633	-7.857382
6	17.568505	2.337490
6	18.497528	-0.738017
3	18.265116	6.007102
0	-5.292476	-0.562095
6	22.516369	-1.340104
3	22.073669	15.230224
3	19.915474	13.934320
1	-2.866371	-13.807399
1	-4.619930	-11.185188
4	-13.347162	-9.793277
1	-2.742952	-10.724361
6	12.595361	1.317894
0	-10.704674	0.952994
4	-10.006012	-8.376116
3	18.732089	9.663316
3	17.647888	15.489279
0	-14.088072	0.088704
6	17.495256	-1.684316
5	8.275996	-11.350547
1	-4.569337	-12.974737
1	-12.888879	-7.491745
0	-8.119572	-3.618979
0	-0.883037	7.858400
4	-5.224161	-9.115440
0	-9.212114	5.859643
1	-11.430214	-7.421437
6	17.240451	-0.087538
5	8.905904	-9.705876
0	-1.688691	3.928421
2	-4.856004	13.182847
5	7.783657	-9.765438
1	-6.786340	-12.152418
1	-7.812129	-14.110689
2	-10.646310	11.472560
0	-9.583385	7.399963
6	18.146919	4.862222
4	-11.304924	-3.028381
0	-8.727864	-6.803961
5	6.761332	-13.894132
0	-6.969015	1.788080
3	23.320143	11.471335
0	-15.158672	-2.075946
1	-8.204388	-3.796094
5	12.045094	-10.231306
0	-7.080116	-3.585182
4	-3.492473	-15.150097
6	13.992199	-1.259142
5	1.826884	-15.849255
4	-0.520932	-12.400237
4	-8.167430	-10.355594
5	3.536882	-7.303978
0	-6.076500	-0.138336
6	18.462276	3.632883
2	-9.414735	12.869510
6	20.178851	-6.713803
4	-12.093707	-14.841193
4	-13.082622	-9.334591
2	-10.767870	14.883175
2	-12.561685	16.767795
3	13.967005	18.332605
3	9.080325	20.675087
2	-2.606788	15.528618
2	-12.735719	9.618646
0	-16.857113	1.232971
2	-9.852960	16.607411
0	-3.480939	-0.003517
1	-5.780450	-12.117165
0	-9.921056	2.246650
3	25.649033	12.016995
1	-13.984780	-9.574536
5	8.185017	-14.929039
4	-9.688501	-11.676150
5	8.394634	-14.336121
0	-9.245621	-6.852239
4	-11.979897	-8.601690
5	4.082720	-14.302955
3	20.231538	16.156138
3	17.690956	8.529520
2	-7.042139	17.563555
1	-10.284361	-9.344192
2	-0.816132	11.094606
0	-6.043304	-0.266347
0	-4.100889	-1.935341
4	-9.149085	-10.945570
1	-4.282163	-7.614480
2	-5.856837	5.621815
4	-16.376452	-11.874149
0	-12.435020	-1.082300
0	-7.646802	1.004934
4	-10.030887	-13.310538
0	-10.159816	4.084707
2	-9.487275	15.520342
2	-9.649487	13.333407
0	-4.524402	-3.456881
3	18.430669	5.965280
1	-7.029097	-8.595787
1	-6.814900	-13.419486
6	21.135868	2.324315
2	-7.143882	11.447176
5	7.952338	-15.028350
4	-7.745111	-7.942389
1	-8.267914	-11.116697
3	19.050967	15.104758
2	-5.412323	5.400995
3	17.214753	13.754178
1	0.843662	-10.528857
6	20.047589	-1.289525
4	-10.874802	-9.090273
0	-10.341409	-1.938644
6	13.539466	0.305778
0	-20.770120	-3.553159
3	18.122810	13.999188
5	7.028150	-12.026325
2	-10.213629	11.531690
2	-5.531560	13.347503
1	-2.692297	-10.250979
4	-9.227820	-10.005444
2	-10.272757	14.205643
1	-9.316238	-11.026203
0	-8.754993	3.294351
4	-9.106237	-14.242710
0	-7.320253	2.755139
0	-13.407534	0.114223
6	15.416290	4.749366
4	-10.594957	-9.935597
0	-11.583476	1.683076
2	-7.138876	13.431142
1	-3.329651	-11.556147
5	10.309115	-10.794467
5	7.031118	-10.448211
1	-1.831654	-10.763618
2	-7.386050	16.968092
3	19.459493	15.996717
2	-2.934872	13.540894
3	12.568851	9.634784
2	-3.176076	15.553783
1	-11.468581	-11.503139
1	-2.657594	-11.457914
0	-12.485825	-0.401533
4	-11.022129	-15.102044
0	-6.905889	-4.140977
1	-6.968798	-11.974057
6	15.285894	-2.444560
3	15.649935	12.189755
2	-4.667186	12.317582
3	18.740070	18.938874
2	-7.618533	17.903677
1	-5.011407	-13.929441
1	-6.790330	-12.262701
3	17.183266	13.032140
4	-9.375457	-13.089697
6	17.930701	1.558871
1	-5.872007	-9.889887
6	17.300930	1.646529
2	-5.689141	16.052479
5	4.823907	-6.680702
2	-3.746424	17.163086
5	2.840130	-8.742967
2	-8.811325	16.940129
4	-2.084240	-10.427050
2	-10.849826	11.743942
3	25.674505	16.931175
6	15.135214	-4.579255
