2	-8.660032	-12.170392
0	0.407598	3.671711
4	19.712123	9.943675
6	-9.679832	8.623276
3	-16.760167	12.043378
3	-12.267760	13.826435
4	23.148858	13.081725
2	-10.771414	-7.662765
3	-14.743669	10.873639
0	-4.948418	2.916809
3	-12.623567	10.174079
6	-2.475696	12.322061
6	-1.516882	10.869958
6	-10.895046	13.887426
1	0.429583	-0.026969
1	-0.602732	2.383591
1	-0.385060	4.043172
2	-6.328618	-10.647773
6	-5.826738	10.634014
3	-15.681508	11.832856
2	-10.814757	-1.106022
4	14.624911	10.496238
0	-6.508118	2.369183
3	-13.980799	10.661575
2	-7.357411	-4.286080
1	-1.709380	4.335039
4	14.211332	8.609450
5	24.407673	-24.660518
5	23.697934	-17.353812
1	-2.866964	-0.356900
2	-8.099356	-7.145357
6	-3.629611	13.557015
1	-2.898023	-5.985460
3	-20.521258	16.836235
2	-7.282535	-5.137623
2	-7.087643	-11.036769
6	-6.204882	8.637584
3	-13.453669	13.588969
0	-0.309048	-3.175749
6	-3.624160	8.752925
5	19.815670	-26.155563
0	-7.559999	-3.807979
1	-5.090147	0.521333
6	-11.311238	13.648736
4	16.680272	9.192850
6	-8.570422	13.245613
0	-1.229870	-1.153323
0	-5.702002	3.690156
5	17.103828	-18.466421
0	-2.998084	-1.892857
0	-1.776223	9.354569
0	-3.483022	5.573785
3	-15.205165	13.549925
3	-9.060207	11.729799
3	-14.880584	17.612989
0	-7.405063	0.646811
0	-7.568207	0.992273
3	-8.440813	13.182260
5	15.383506	-17.430534
1	-4.525413	5.809129
4	19.344716	11.840437
6	-7.890417	6.976677
5	18.400307	-20.563237
4	18.643292	13.780762
4	20.538961	8.707120
4	16.142806	14.162870
1	1.857846	4.332976
2	-4.694447	-9.411720
3	-15.553600	17.427648
1	-2.532433	-4.345925
3	-16.527265	14.531660
2	-2.373811	-3.167398
4	17.518241	7.932569
6	-7.239214	11.520842
4	12.200443	12.915624
6	-6.955137	7.971567
1	2.106951	2.178671
3	-11.721959	11.292983
3	-11.040656	9.317312
3	-13.731250	14.198711
0	-5.883724	4.277678
2	-5.452113	-12.939880
0	-6.319344	4.597194
5	19.688334	-16.391660
2	-8.899641	-4.552860
2	-6.253625	-10.690410
0	-7.940398	6.051637
6	-9.588644	17.896298
4	17.745110	7.472984
6	-7.584843	-3.411777
4	18.378562	9.685309
3	-12.729986	16.214082
5	18.880933	-15.661785
1	-6.071167	2.049915
6	-11.802066	4.039487
0	0.861853	2.324558
2	-11.790334	-1.208348
3	-17.647555	12.574256
4	20.091617	10.014213
1	-5.572104	6.828901
0	2.082328	2.401514
